source, target, weight; 
 121, 1541, -0.623500
 121, 1551, 0.839000
 121, 1561, -0.645000
 121, 1562, -0.634600
 121, 1571, 0.456700
 121, 1572, -0.645300
 121, 1581, -0.589400
 121, 1584, -0.339600
 121, 1598, -0.707800
 121, 1740, -0.666200
 121, 1753, -0.609700
 121, 2010, 0.184800
 121, 2020, -0.328700
 121, 2030, -0.783700
 121, 2051, -0.698700
 121, 2112, -0.466800
 121, 2121, -0.766200
 121, 2122, -0.643400
 121, 2125, -0.685200
 121, 2211, -0.739800
 121, 2222, -0.834100
 121, 2225, -0.619800
 121, 2320, -0.433800
 121, 2413, -0.699800
 121, 2442, -0.859800
 121, 2513, -0.508600
 121, 2521, -0.548200
 121, 2522, -0.674900
 121, 2523, -0.527800
 121, 2524, -0.616000
 121, 2612, -0.688900
 121, 2613, -0.641400
 121, 2661, -0.312400
 121, 2663, -0.650100
 121, 2670, -0.127400
 121, 2710, -0.833200
 121, 2734, -0.634500
 121, 2751, -0.684500
 121, 2811, -0.166900
 121, 2812, -0.776300
 121, 2821, -0.653400
 121, 2830, -0.649600
 121, 2851, -0.780000
 121, 2852, -0.365900
 121, 2862, -0.719100
 121, 2875, -0.771600
 121, 2911, -0.771900
 121, 2912, -0.556500
 121, 2914, -0.802100
 121, 2922, -0.837800
 121, 2924, -0.714100
 121, 2932, 0.563600
 121, 2942, -0.565200
 121, 2943, -0.785400
 121, 2951, -0.782500
 121, 2952, -0.673400
 121, 2956, -0.531500
 121, 2971, -0.790500
 121, 2972, -0.687400
 121, 3120, -0.816200
 121, 3161, -0.815800
 121, 3210, -0.580500
 121, 3320, -0.651400
 121, 3330, -0.756200
 121, 3410, -0.847700
 121, 3420, -0.789100
 121, 3430, -0.505200
 121, 3611, -0.679700
 121, 3710, -0.049500
 121, 3720, 0.000800
 121, 4011, -0.437900
 121, 4021, 0.115400
 121, 4030, -0.635300
 121, 4100, -0.693000
 121, 4511, 0.014000
 121, 4521, 0.073200
 121, 4522, -0.005800
 121, 4523, -0.230500
 121, 4524, -0.644700
 121, 4525, -0.120900
 121, 4531, -0.515900
 121, 4532, -0.680500
 121, 4533, -0.338900
 121, 4534, -0.752400
 121, 4542, -0.029100
 121, 4543, -0.338100
 121, 4544, -0.639100
 121, 4545, -0.142600
 121, 5010, -0.820800
 121, 5020, -0.387200
 121, 5030, -0.476400
 121, 5050, -0.092900
 121, 5111, 0.791900
 121, 5113, -0.561600
 121, 5114, -0.644000
 121, 5117, -0.515000
 121, 5118, -0.739700
 121, 5119, -0.870400
 121, 5121, 0.675800
 121, 5122, -0.669100
 121, 5123, -0.278000
 121, 5131, -0.406600
 121, 5132, -0.722800
 121, 5133, -0.654400
 121, 5134, -0.196700
 121, 5138, -0.793400
 121, 5139, -0.804600
 121, 5143, -0.866000
 121, 5146, -0.674200
 121, 5151, -0.728900
